-3.0 ; 3.003317308689646
-2.99 ; 2.9938110894329446
-2.98 ; 2.984340076708807
-2.97 ; 2.974904399655586
-2.96 ; 2.9655041750058833
-2.95 ; 2.9561395069630905
-2.94 ; 2.9468104870828866
-2.93 ; 2.93751719415983
-2.92 ; 2.92825969411914
-2.91 ; 2.9190380399137994
-2.9 ; 2.9098522714270807
-2.89 ; 2.900702415380607
-2.88 ; 2.891588485248054
-2.87 ; 2.882510481174591
-2.86 ; 2.873468389902165
-2.85 ; 2.86446218470072
-2.84 ; 2.855491825305439
-2.83 ; 2.846557257860108
-2.82 ; 2.8376584148666653
-2.81 ; 2.828795215141037
-2.8 ; 2.819967563775313
-2.79 ; 2.811175352106349
-2.78 ; 2.802418457690847
-2.77 ; 2.7936967442869833
-2.76 ; 2.785010061842632
-2.75 ; 2.7763582464902417
-2.74 ; 2.767741120548396
-2.73 ; 2.759158492530118
-2.72 ; 2.7506101571579276
-2.71 ; 2.7420958953857038
-2.7 ; 2.7336154744273533
-2.69 ; 2.7251686477923163
-2.68 ; 2.716755155327914
-2.67 ; 2.7083747232685442
-2.66 ; 2.7000270642917217
-2.65 ; 2.6917118775809605
-2.64 ; 2.6834288488954803
-2.63 ; 2.675177650646721
-2.62 ; 2.66695794198164
-2.61 ; 2.6587693688727554
-2.6 ; 2.65061156421491
-2.59 ; 2.6424841479286965
-2.58 ; 2.63438672707051
-2.57 ; 2.626318895949159
-2.56 ; 2.6182802362489848
-2.55 ; 2.610270317159414
-2.54 ; 2.6022886955108775
-2.53 ; 2.594334915917007
-2.52 ; 2.5864085109230404
-2.51 ; 2.578509001160329
-2.5 ; 2.5706358955068658
-2.49 ; 2.5627886912537234
-2.48 ; 2.5549668742773006
-2.47 ; 2.547169919217268
-2.46 ; 2.539397289660092
-2.45 ; 2.531648438328022
-2.44 ; 2.5239228072734097
-2.43 ; 2.516219828078236
-2.42 ; 2.5085389220587095
-2.41 ; 2.5008795004747952
-2.4 ; 2.493240964744538
-2.39 ; 2.485622706663033
-2.38 ; 2.478024108625884
-2.37 ; 2.470444543857015
-2.36 ; 2.4628833766406655
-2.35 ; 2.4553399625574146
-2.34 ; 2.4478136487240736
-2.33 ; 2.440303774037284
-2.32 ; 2.432809669420653
-2.31 ; 2.4253306580752563
-2.3 ; 2.417866055733346
-2.29 ; 2.4104151709150825
-2.28 ; 2.4029773051881236
-2.27 ; 2.3955517534298973
-2.26 ; 2.388137804092375
